cidades;cep
Sao Francisco de Paula;35543-000 a 35543-999
Sao Francisco de Sales;38260-000 a 38269-999
Sao Francisco do Gloria;36810-000 a 36814-999
Sao Felix de Minas;35275-000 a 35276-999
Sao Geraldo;36530-000 a 36539-999
Sao Geraldo da Piedade;39723-000 a 39724-999
Sao Geraldo do Baixio;35258-000 a 35259-999
Sao Goncalo do Abaete;38790-000 a 38793-999
Sao Goncalo do Para;35544-000 a 35544-999
Sao Goncalo do Rio Abaixo;35935-000 a 35937-999
Sao Goncalo do Rio Preto;39185-000 a 39187-999
Sao Goncalo do Sapucai;37490-000 a 37495-999
Sao Gotardo;38800-000 a 38804-999
Sao Joaquim de Bicas;32920-000 a 32999-999
Sao Jose da Barra;37945-000 a 37947-999
Sao Jose da Lapa;33350-000 a 33399-999
Sao Jose da Safira;39785-000 a 39789-999
Sao Jose da Varginha;35694-000 a 35694-999
Sao Jose do Alegre;37510-000 a 37510-999
Sao Jose do Divino;39848-000 a 39849-999
Sao Jose do Goiabal;35986-000 a 35992-999
Sao Jose do Jacuri;39707-000 a 39707-999
Sao Jose do Mantimento;36990-000 a 36999-999
Sao Joao Batista do Gloria;37920-000 a 37921-999
Sao Joao Del Rei;36300-001 a 36319-999
Sao Joao Del Rei;36300-001 a 36314-999
Sao Joao Evangelista;39704-000 a 39706-999
Sao Joao Nepomuceno;36680-001 a 36689-999
Sao Joao Nepomuceno;36680-001 a 36687-999
Sao Joao da Lagoa;39355-000 a 39359-999
Sao Joao da Mata;37568-000 a 37569-999
Sao Joao da Ponte;39430-000 a 39436-999
Sao Joao das Missoes;39475-000 a 39477-999
Sao Joao do Manhuacu;36918-000 a 36919-999
Sao Joao do Manteninha;35277-000 a 35279-999
Sao Joao do Oriente;35146-000 a 35146-999
Sao Joao do Pacui;39365-000 a 39369-999
Sao Joao do Paraiso;39540-000 a 39546-999
Sao Lourenco;37470-000 a 37471-999
Sao Miguel do Anta;36590-000 a 36591-999
Sao Pedro da Uniao;37855-000 a 37859-999
Sao Pedro do Suacui;39784-000 a 39784-999
Sao Pedro dos Ferros;35360-000 a 35363-999
Sao Romao;39290-000 a 39294-999
Sao Roque de Minas;37927-000 a 37929-999
Sao Sebastiao da Bela Vista;37567-000 a 37567-999
Sao Sebastiao da Vargem Alegre;36793-000 a 36794-999
Sao Sebastiao do Anta;35334-000 a 35334-999
Sao Sebastiao do Maranhao;39795-000 a 39799-999
Sao Sebastiao do Oeste;35567-000 a 35567-999
Sao Sebastiao do Paraiso;37950-000 a 37959-999
Sao Sebastiao do Rio Preto;35815-000 a 35819-999
Sao Sebastiao do Rio Verde;37467-000 a 37467-999
Sao Thome das Letras;37408-000 a 37409-999
Sao Tiago;36350-000 a 36359-999
Sao Tomas de Aquino;37960-000 a 37964-999
Sao Vicente de Minas;37370-000 a 37399-999
Tabuleiro;36165-000 a 36169-999
Taiobeiras;39550-000 a 39552-999
Taparuba;36953-000 a 36954-999
Tapira;38185-000 a 38189-999
Tapirai;38980-000 a 38989-999
Taquaracu de Minas;33980-000 a 33999-999
Tarumirim;35140-000 a 35143-999
Teixeiras;36580-000 a 36584-999
Teofilo Otoni;39800-001 a 39809-999
Teofilo Otoni;39800-001 a 39805-999
Timoteo;35180-001 a 35184-999
Tiradentes;36325-000 a 36327-999
Tiros;38880-000 a 38899-999
Tocantins;36512-000 a 36512-999
Tocos do Moji;37563-000 a 37563-999
Toledo;37630-000 a 37639-999
Tombos;36844-000 a 36846-999
Tres Coracoes;37410-001 a 37419-999
Tres Coracoes;37410-001 a 37418-999
Tres Marias;39205-000 a 39209-999
Tres Pontas;37190-000 a 37194-999
Tumiritinga;35125-000 a 35129-999
Tupaciguara;38480-000 a 38489-999
Turmalina;39660-000 a 39662-999
Turvolandia;37496-000 a 37497-999
Ubaporanga;35338-000 a 35339-999
Ubai;39320-000 a 39327-999
Uberaba;38000-001 a 38107-999
Uberaba;38000-001 a 38099-999
Uberlandia;38400-001 a 38439-999
Uberlandia;38400-001 a 38438-999
Uba;36500-001 a 36509-999
Uba;36500-001 a 36508-999
Umburatiba;39878-000 a 39879-999
Unai;38610-001 a 38624-999
Unai;38610-001 a 38623-999
Uniao de Minas;38288-000 a 38289-999
Uruana de Minas;38630-000 a 38639-999
Urucuia;38649-000 a 38649-999
Urucania;35380-000 a 35381-999
Vargem Alegre;35199-000 a 35199-999
Vargem Bonita;37922-000 a 37924-999
Vargem Grande do Rio Pardo;39535-000 a 39535-999
Varginha;37000-001 a 37109-999
Varjao de Minas;38794-000 a 38799-999
Varzelandia;39450-000 a 39454-999
Vazante;38780-000 a 38784-999
Verdelandia;39458-000 a 39459-999
Veredinha;39663-000 a 39664-999
Vermelho Novo;35359-000 a 35359-999
Verissimo;38150-000 a 38159-999
Vespasiano;33200-001 a 33229-999
Vespasiano;33200-001 a 33207-999
Vieiras;36895-000 a 36899-999
Virgem da Lapa;39630-000 a 39634-999
Virginopolis;39730-000 a 39734-999
Virgolandia;39715-000 a 39717-999
Virginia;37465-000 a 37465-999
Visconde do Rio Branco;36520-000 a 36524-999
Vicosa;36570-001 a 36579-999
Vicosa;36570-001 a 36578-999
Volta Grande;36720-000 a 36724-999
Varzea da Palma;39260-000 a 39269-999
Wenceslau Braz;37512-000 a 37513-999
Agua Boa;39790-000 a 39794-999
Agua Comprida;38110-000 a 38119-999
Aguas Formosas;39880-000 a 39884-999
Aguas Vermelhas;39990-000 a 39994-999
Alcinopolis;79530-000 a 79539-999
Amambai;79990-000 a 79994-999
Anastacio;79210-000 a 79214-999
Anaurilandia;79770-000 a 79779-999
Angelica;79785-000 a 79789-999
Antonio Joao;79910-000 a 79919-999
Aparecida do Taboado;79570-000 a 79579-999
Aquidauana;79200-000 a 79209-999
Aral Moreira;79930-000 a 79934-999
Bandeirantes;79430-000 a 79439-999
BatAguassu;79780-000 a 79784-999
Bataypora;79760-000 a 79764-999
Bela Vista;79260-000 a 79269-999
Bodoquena;79390-000 a 79399-999
Bonito;79290-000 a 79299-999
Brasilandia;79670-000 a 79679-999
Caarapo;79940-000 a 79949-999
Camapua;79420-000 a 79427-999
Campo Grande;79000-001 a 79129-999
Campo Grande;79000-001 a 79124-999
Caracol;79270-000 a 79279-999
Cassilandia;79540-000 a 79549-999
Chapadao do Sul;79560-000 a 79569-999
Corguinho;79460-000 a 79469-999
Coronel Sapucaia;79995-000 a 79999-999
Corumba;79300-001 a 79369-999
Corumba;79300-001 a 79349-999
Costa Rica;79550-000 a 79555-999
Coxim;79400-000 a 79409-999
Deodapolis;79790-000 a 79799-999
Dois Irmaos do Buriti;79215-000 a 79219-999
Douradina;79880-000 a 79889-999
Dourados;79800-001 a 79879-999
Dourados;79800-001 a 79849-999
Eldorado;79970-000 a 79974-999
Figueirao;79428-000 a 79429-999
Fatima do Sul;79700-000 a 79709-999
Gloria de Dourados;79730-000 a 79739-999
Guia Lopes da Laguna;79230-000 a 79239-999
Iguatemi;79960-000 a 79964-999
Inocencia;79580-000 a 79589-999
Itapora;79890-000 a 79899-999
Itaquirai;79965-000 a 79969-999
Ivinhema;79740-000 a 79744-999
Japora;79985-000 a 79989-999
JarAguari;79440-000 a 79449-999
Jardim;79240-000 a 79259-999
Jatei;79720-000 a 79729-999
Juti;79955-000 a 79959-999
Ladario;79370-000 a 79379-999
Laguna Carapa;79920-000 a 79924-999
Maracaju;79150-000 a 79169-999
Miranda;79380-000 a 79389-999
Mundo Novo;79980-000 a 79984-999
Navirai;79950-000 a 79954-999
Nioaque;79220-000 a 79229-999
Nova Alvorada do Sul;79140-000 a 79149-999
Nova Andradina;79750-000 a 79759-999
Novo Horizonte do Sul;79745-000 a 79749-999
Paranaiba;79500-000 a 79529-999
Paranhos;79925-000 a 79929-999
Paraiso das Aguas;79556-000 a 79559-999
Pedro Gomes;79410-000 a 79414-999
Ponta Pora;79900-001 a 79909-999
Ponta Pora;79900-001 a 79907-999
Porto Murtinho;79280-000 a 79289-999
Ribas do Rio Pardo;79180-000 a 79189-999
Rio Brilhante;79130-000 a 79139-999
Rio Negro;79470-000 a 79479-999
Rio Verde de Mato Grosso;79480-000 a 79489-999
Rochedo;79450-000 a 79459-999
Santa Rita do Pardo;79690-000 a 79699-999
Selviria;79590-000 a 79599-999
Sete Quedas;79935-000 a 79939-999
Sidrolandia;79170-000 a 79179-999
Sonora;79415-000 a 79419-999
Sao Gabriel do Oeste;79490-000 a 79499-999
Tacuru;79975-000 a 79979-999
Taquarussu;79765-000 a 79769-999
Terenos;79190-000 a 79199-999
Tres Lagoas;79600-001 a 79669-999
Tres Lagoas;79600-001 a 79649-999
Vicentina;79710-000 a 79719-999
Agua Clara;79680-000 a 79689-999
Acorizal;78480-000 a 78489-999
Alta Floresta;78580-000 a 78586-999
Alto ArAguaia;78780-000 a 78784-999
Alto Boa Vista;78665-000 a 78667-999
Alto Garcas;78770-000 a 78772-999
Alto ParAguai;78410-000 a 78414-999
Alto Taquari;78785-000 a 78789-999
Apiacas;78595-000 a 78599-999
ArAguaiana;78685-000 a 78689-999
ArAguainha;78615-000 a 78619-999
Araputanga;78260-000 a 78264-999
Arenapolis;78420-000 a 78424-999
Aripuana;78325-000 a 78329-999
Barra do Bugres;78390-000 a 78397-999
Barra do Garcas;78600-001 a 78609-999
Barra do Garcas;78600-001 a 78607-999
Barao de Melgaco;78190-000 a 78194-999
Bom Jesus do ArAguaia;78678-000 a 78679-999
Brasnorte;78350-000 a 78359-999
Campinapolis;78630-000 a 78634-999
Campo Novo do Parecis;78360-000 a 78364-999
Campo Verde;78840-000 a 78849-999
Campos de Julio;78319-000 a 78319-999
Canabrava do Norte;78658-000 a 78659-999
Canarana;78640-000 a 78642-999
Carlinda;78587-000 a 78589-999
Castanheira;78345-000 a 78349-999
Chapada dos Guimaraes;78195-000 a 78199-999
Claudia;78540-000 a 78542-999
Cocalinho;78680-000 a 78684-999
Colniza;78335-000 a 78337-999
Colider;78500-000 a 78504-999
Comodoro;78310-000 a 78318-999
Confresa;78652-000 a 78654-999
Conquista D'Oeste;78254-000 a 78254-999
Cotriguacu;78330-000 a 78334-999
Cuiaba;78000-001 a 78109-999
Cuiaba;78000-001 a 78099-999
Curvelandia;78237-000 a 78239-999
Caceres;78200-001 a 78236-999
Caceres;78200-001 a 78219-999
Denise;78380-000 a 78389-999
Diamantino;78400-000 a 78409-999
Dom Aquino;78830-000 a 78834-999
Feliz Natal;78885-000 a 78886-999
Figueiropolis D'Oeste;78290-000 a 78292-999
Gaucha do Norte;78875-000 a 78879-999
General Carneiro;78620-000 a 78624-999
Gloria D'Oeste;78293-000 a 78294-999
Guaranta do Norte;78520-000 a 78524-999
Guiratinga;78760-000 a 78769-999
Indiavai;78295-000 a 78299-999
Ipiranga do Norte;78578-000 a 78578-999
Itanhanga;78579-000 a 78579-999
Itauba;78510-000 a 78514-999
Itiquira;78790-000 a 78794-999
Jaciara;78820-000 a 78829-999
Jangada;78490-000 a 78499-999
Jauru;78255-000 a 78259-999
Juara;78575-000 a 78577-999
Juruena;78340-000 a 78344-999
Juscimeira;78810-000 a 78819-999
Juina;78320-000 a 78324-999
Lambari D'Oeste;78278-000 a 78279-999
Lucas do Rio Verde;78455-000 a 78459-999
Luciara;78660-000 a 78662-999
Marcelandia;78535-000 a 78539-999
Matupa;78525-000 a 78527-999
Mirassol D'Oeste;78280-000 a 78284-999
Nobres;78460-000 a 78469-999
Nortelandia;78430-000 a 78434-999
Nossa Senhora do Livramento;78170-000 a 78174-999
Nova Bandeirantes;78565-000 a 78569-999
Nova Brasilandia;78860-000 a 78869-999
Nova Canaa do Norte;78515-000 a 78519-999
Nova Guarita;78508-000 a 78509-999
Nova Lacerda;78243-000 a 78244-999
Nova Marilandia;78415-000 a 78419-999
Nova Maringa;78445-000 a 78449-999
Nova Monte Verde;78593-000 a 78594-999
Nova Mutum;78450-000 a 78452-999
Nova Nazare;78638-000 a 78639-999
Nova Olimpia;78370-000 a 78379-999
Nova Santa Helena;78548-000 a 78549-999
Nova Ubirata;78888-000 a 78889-999
Nova Xavantina;78690-000 a 78694-999
Novo Horizonte do Norte;78570-000 a 78572-999
Novo Mundo;78528-000 a 78529-999
Novo Santo Antonio;78674-000 a 78674-999
Novo Sao Joaquim;78625-000 a 78627-999
Paranatinga;78870-000 a 78874-999
Paranaita;78590-000 a 78592-999
Pedra Preta;78795-000 a 78799-999
Peixoto de Azevedo;78530-000 a 78534-999
Planalto da Serra;78855-000 a 78859-999
Pocone;78175-000 a 78179-999
Pontal do ArAguaia;78698-000 a 78699-999
Ponte Branca;78610-000 a 78612-999
Pontes e Lacerda;78250-000 a 78252-999
Porto Alegre do Norte;78655-000 a 78657-999
Porto Esperidiao;78240-000 a 78242-999
Porto Estrela;78398-000 a 78399-999
Porto dos Gauchos;78560-000 a 78562-999
Poxoreu;78800-000 a 78809-999
Primavera do Leste;78850-000 a 78854-999
Querencia;78643-000 a 78644-999
Reserva do Cabacal;78265-000 a 78269-999
Ribeirao Cascalheira;78675-000 a 78677-999
Ribeiraozinho;78613-000 a 78614-999
Rio Branco;78275-000 a 78277-999
Rondolandia;78338-000 a 78339-999
Rondonopolis;78700-001 a 78759-999
Rondonopolis;78700-001 a 78750-999
Rosario Oeste;78470-000 a 78479-999
Salto do Ceu;78270-000 a 78274-999
Santa Carmem;78545-000 a 78547-999
Santa Cruz do Xingu;78664-000 a 78664-999
Santa Rita do Trivelato;78453-000 a 78454-999
Santa Terezinha;78650-000 a 78651-999
Santo Afonso;78425-000 a 78429-999
Santo Antonio do Leste;78628-000 a 78629-999
Santo Antonio do Leverger;78180-000 a 78189-999
Sapezal;78365-000 a 78369-999
Serra Nova Dourada;78668-000 a 78669-999
Sinop;78550-001 a 78559-999
Sorriso;78890-001 a 78899-999
Sorriso;78890-001 a 78898-999
Sao Felix do ArAguaia;78670-000 a 78673-999
Sao Jose do Povo;78773-000 a 78774-999
Sao Jose do Rio Claro;78435-000 a 78444-999
Sao Jose do Xingu;78663-000 a 78663-999
Sao Jose dos Quatro Marcos;78285-000 a 78289-999
Sao Pedro da Cipa;78835-000 a 78839-999
Tabapora;78563-000 a 78564-999
Tangara da Serra;78300-001 a 78309-999
Tangara da Serra;78300-001 a 78307-999
Tapurah;78573-000 a 78574-999
Terra Nova do Norte;78505-000 a 78507-999
Tesouro;78775-000 a 78779-999
Torixoreu;78695-000 a 78697-999
Uniao do Sul;78543-000 a 78544-999
Vale de Sao Domingos;78253-000 a 78253-999
Vera;78880-000 a 78884-999
Vila Bela da Santissima Trindade;78245-000 a 78249-999
Vila Rica;78645-000 a 78649-999
Varzea Grande;78110-001 a 78169-999
Varzea Grande;78110-001 a 78164-999
Agua Boa;78635-000 a 78637-999
Abaetetuba;68440-000 a 68444-999
Abel Figueiredo;68527-000 a 68529-999
Acara;68690-000 a 68694-999
Afua;68890-000 a 68899-999
Alenquer;68200-000 a 68209-999
Almeirim;68230-000 a 68249-999
Altamira;68370-001 a 68379-999
Altamira;68370-001 a 68378-999
Anajas;68810-000 a 68814-999
Ananindeua;67000-001 a 67199-999
Anapu;68365-000 a 68369-999
Augusto Correa;68610-000 a 68616-999
Aurora do Para;68658-000 a 68659-999
Aveiro;68150-000 a 68164-999
Bagre;68475-000 a 68479-999
Baiao;68465-000 a 68469-999
Bannach;68388-000 a 68389-999
Barcarena;68445-000 a 68449-999
Belterra;68143-000 a 68144-999
Belem;66000-001 a 66999-999
Benevides;68795-000 a 68797-999
Bom Jesus do Tocantins;68525-000 a 68526-999
Bonito;68645-000 a 68646-999
Braganca;68600-000 a 68609-999
Brasil Novo;68148-000 a 68149-999
Brejo Grande do ArAguaia;68521-000 a 68522-999
Breu Branco;68488-000 a 68489-999
Breves;68800-000 a 68809-999
Bujaru;68670-000 a 68674-999
Cachoeira do Arari;68840-000 a 68849-999
Cachoeira do Piria;68617-000 a 68617-999
Cameta;68400-000 a 68414-999
Canaa dos Carajas;68537-000 a 68539-999
Capanema;68700-001 a 68706-999
Capanema;68700-001 a 68704-999
Capitao Poco;68650-000 a 68654-999
Castanhal;68740-001 a 68747-999
Castanhal;68740-001 a 68746-999
Chaves;68880-000 a 68889-999
Colares;68785-000 a 68785-999
Conceicao do ArAguaia;68540-000 a 68542-999
Concordia do Para;68685-000 a 68689-999
Cumaru do Norte;68398-000 a 68399-999
Curionopolis;68523-000 a 68523-999
Curralinho;68815-000 a 68819-999
Curua;68210-000 a 68219-999
Curuca;68750-000 a 68759-999
Dom Eliseu;68633-000 a 68634-999
Eldorado dos Carajas;68524-000 a 68524-999
Faro;68280-000 a 68284-999
Floresta do ArAguaia;68543-000 a 68544-999
Garrafao do Norte;68665-000 a 68669-999
Goianesia do Para;68639-000 a 68639-999
Gurupa;68300-000 a 68329-999
Igarape-Acu;68725-000 a 68729-999
Igarape-Miri;68430-000 a 68439-999
Inhangapi;68770-000 a 68772-999
Ipixuna do Para;68637-000 a 68637-999
Irituia;68655-000 a 68657-999
Itaituba;68180-001 a 68192-999
Itaituba;68180-001 a 68187-999
Itupiranga;68580-000 a 68584-999
Jacareacanga;68195-000 a 68197-999
Jacunda;68590-000 a 68599-999
Juruti;68170-000 a 68179-999
Limoeiro do Ajuru;68415-000 a 68419-999
Magalhaes Barata;68722-000 a 68724-999
Maraba;68500-001 a 68514-999
Maraba;68500-001 a 68513-999
Maracana;68710-000 a 68718-999
Marapanim;68760-000 a 68769-999
Marituba;67200-000 a 67999-999
Marituba;67200-001 a 67999-999
Medicilandia;68145-000 a 68147-999
Melgaco;68490-000 a 68499-999
Mocajuba;68420-000 a 68429-999
Moju;68450-000 a 68454-999
Mojui dos Campos;68129-000 a 68129-999
Monte Alegre;68220-000 a 68229-999
Muana;68825-000 a 68829-999
Mae do Rio;68675-000 a 68679-999
Nova Esperanca do Piria;68618-000 a 68619-999
Nova Ipixuna;68585-000 a 68589-999
Nova Timboteua;68730-000 a 68733-999
Novo Progresso;68193-000 a 68194-999
Novo Repartimento;68473-000 a 68474-999
Oeiras do Para;68470-000 a 68472-999
Oriximina;68270-000 a 68279-999
Ourilandia do Norte;68390-000 a 68397-999
Ourem;68640-000 a 68643-999
Pacaja;68485-000 a 68487-999
Palestina do Para;68535-000 a 68536-999
Paragominas;68625-001 a 68631-999
Paragominas;68625-001 a 68630-999
Parauapebas;68515-000 a 68517-999
Pau D'Arco;68545-000 a 68547-999
Peixe-Boi;68734-000 a 68737-999
Picarra;68575-000 a 68579-999
Placas;68138-000 a 68139-999
Ponta de Pedras;68830-000 a 68839-999
Portel;68480-000 a 68484-999
Porto de Moz;68330-000 a 68359-999
Prainha;68130-000 a 68137-999
Primavera;68707-000 a 68708-999
Quatipuru;68709-000 a 68709-999
Redencao;68549-000 a 68554-999
Redencao;68549-600 a 68554-999
Rio Maria;68530-000 a 68532-999
Rondon do Para;68638-000 a 68638-999
Ruropolis;68165-000 a 68169-999
Salinopolis;68721-000 a 68721-999
Salvaterra;68860-000 a 68869-999
Santa Barbara do Para;68798-000 a 68799-999
Santa Cruz do Arari;68850-000 a 68859-999
Santa Izabel do Para;68790-000 a 68794-999
Santa Luzia do Para;68644-000 a 68644-999
Santa Maria das Barreiras;68565-000 a 68569-999
Santa Maria do Para;68738-000 a 68739-999
Santana do ArAguaia;68560-000 a 68564-999
Santarem;68000-001 a 68128-999
Santarem;68000-001 a 68099-999
Santarem Novo;68720-000 a 68720-999
Santo Antonio do Taua;68786-000 a 68789-999
Sapucaia;68548-000 a 68548-999
Senador Jose Porfirio;68360-000 a 68364-999
Soure;68870-000 a 68879-999
Sao Caetano de Odivelas;68775-000 a 68779-999
Sao Domingos do ArAguaia;68520-000 a 68520-999
Sao Domingos do Capim;68635-000 a 68636-999
Sao Francisco do Para;68748-000 a 68749-999
Sao Felix do Xingu;68380-000 a 68382-999
Sao Geraldo do ArAguaia;68570-000 a 68574-999
Sao Joao da Ponta;68774-000 a 68774-999
Sao Joao de Pirabas;68719-000 a 68719-999
Sao Joao do ArAguaia;68518-000 a 68519-999
Sao Miguel do Guama;68660-000 a 68664-999
Sao Sebastiao da Boa Vista;68820-000 a 68824-999
Tailandia;68695-000 a 68699-999
Terra Alta;68773-000 a 68773-999
Terra Santa;68285-000 a 68299-999
Tome-Acu;68680-000 a 68684-999
Tracuateua;68647-000 a 68649-999
Trairao;68198-000 a 68199-999
Tucuma;68385-000 a 68387-999
Tucurui;68455-001 a 68464-999
Tucurui;68455-001 a 68460-999
Ulianopolis;68632-000 a 68632-999
Uruara;68140-000 a 68142-999
Vigia;68780-000 a 68784-999
Viseu;68620-000 a 68624-999
Vitoria do Xingu;68383-000 a 68384-999
Xinguara;68555-001 a 68559-999
Xinguara;68555-001 a 68558-999
Agua Azul do Norte;68533-000 a 68534-999
obidos;68250-000 a 68269-999
Aguiar;58778-000 a 58779-999
Alagoa Grande;58388-000 a 58389-999
Alagoa Nova;58125-000 a 58127-999
Alagoinha;58390-000 a 58392-999
Alcantil;58460-000 a 58462-999
Algodao de Jandaira;58399-000 a 58399-999
Alhandra;58320-000 a 58321-999
Amparo;58548-000 a 58549-999
Aparecida;58823-000 a 58823-999
Arara;58396-000 a 58396-999
Araruna;58233-000 a 58234-999
Aracagi;58270-000 a 58272-999
Areia;58397-000 a 58397-999
Areia de Baraunas;58732-000 a 58732-999
Areial;58140-000 a 58144-999
Aroeiras;58489-000 a 58491-999
Assuncao;58685-000 a 58689-999
Bananeiras;58220-000 a 58224-999
Barauna;58188-000 a 58194-999
Barra de Santa Rosa;58170-000 a 58172-999
Barra de Santana;58458-000 a 58459-999
Barra de Sao Miguel;58483-000 a 58484-999
Bayeux;58110-001 a 58114-999
Baia da Traicao;58295-000 a 58296-999
Belem;58255-000 a 58259-999
Belem do Brejo do Cruz;58895-000 a 58899-999
Bernardino Batista;58922-000 a 58924-999
Boa Ventura;58993-000 a 58993-999
Boa Vista;58123-000 a 58124-999
Bom Jesus;58930-000 a 58932-999
Bom Sucesso;58887-000 a 58889-999
Bonito de Santa Fe;58960-000 a 58969-999
Boqueirao;58450-000 a 58454-999
